id,name,category,address,postcode,city,country,website,source_url,notes,latitude,longitude,twitter,geocode_confidence
cand-web3-018,Ziglu,web3,,,London,UK,,,Pending research,,,,pending
cand-web3-019,Mercuryo,web3,,,London,UK,,,Pending research,,,,pending
cand-web3-020,Transak,web3,,,London,UK,,,Pending research,,,,pending
cand-web3-021,Safe (Gnosis Safe),web3,,,London,UK,,,Pending research,,,,pending
cand-web3-022,Worldcoin (Tools for Humanity),web3,,,London,UK,,,Pending research,,,,pending
cand-web3-023,Elliptic Enterprises,web3,,,London,UK,,,Pending research,,,,pending
cand-web3-024,TRM Labs UK,web3,,,London,UK,,,Pending research,,,,pending
cand-fintech-001,9fin,fintech,"8th Floor, 100 Bishopsgate",EC2N 4AG,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-002,Rapyd,fintech,"North West House, 119 Marylebone Road",NW1 5PU,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-003,Allica Bank,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-004,Zilch,fintech,111 Buckingham Palace Road,SW1W 0SR,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-005,Noda,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-006,Tide,fintech,"4th Floor, The Featherstone Building, 66 City Road",EC1Y 2AL,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-007,SumUp,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-008,Monese,fintech,"Eagle House, 163 City Road",EC1V 1NR,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-009,Cleo,fintech,14 Gray's Inn Road,WC1X 8HN,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-010,Plum,fintech,"2-7 Clerkenwell Green, 2nd Floor",EC1R 0DE,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-011,Modulr,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-012,Yapily,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-013,PensionBee,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-014,Nutmeg,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-015,Chip,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-016,PrimaryBid,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-017,Curve,fintech,15-19 Bloomsbury Way,WC1A 2TH,London,UK,,,Verified London address,,,,needs_geocoding
cand-fintech-018,Soldo,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-019,Airwallex UK,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-020,Mollie UK,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-021,Pleo UK,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-022,Flagstone,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-023,Volt,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-024,Gaia Family,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-025,Salary Finance,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-026,Abound,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-027,Payhawk UK,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-028,ClearScore,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-029,Wealthify,fintech,,,London,UK,,,Pending research,,,,pending
cand-fintech-030,Iwoca,fintech,,,London,UK,,,Pending research,,,,pending
cand-edu-001,Multiverse,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-002,Century Tech,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-003,Seneca Learning,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-004,Atom Learning,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-005,Firefly Learning,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-006,Edumentors,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-007,Perlego,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-008,Memrise,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-009,Lingumi,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-010,MyTutor,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-011,FutureLearn,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-012,Sparx Learning,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-013,Third Space Learning,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-014,Arbor Education,edu,,,London,UK,,,Pending research,,,,pending
cand-edu-015,Kahoot UK,edu,,,London,UK,,,Pending research,,,,pending
cand-tech-001,Lindus Health,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-002,GetHarley,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-003,Field,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-004,Opna,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-005,Sylvera,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-006,Newcleo,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-007,Snyk,tech,"Mainframe Building - Euston, Floor 3, 24 Eversholt Street",NW1 1AD,London,UK,,,Verified London address,,,,needs_geocoding
cand-tech-008,Paddle,tech,"Judd House, 18-29 Mora Street",EC1V 8BT,London,UK,,,Verified London address,,,,needs_geocoding
cand-tech-009,Freetrade,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-010,Marshmallow,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-011,Lendable,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-012,Cera,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-013,Quantum Motion,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-014,Orbital Materials,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-015,Trint,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-016,Nothing,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-017,Onfido,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-018,Tessian,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-019,Gousto,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-020,Zego,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-021,Motorway,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-022,Fyxer AI,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-023,Laka,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-024,Peppy,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-025,Maven Clinic UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-026,Pactio,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-027,ComplyAdvantage,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-028,Qatalog,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-029,Hived,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-030,V7,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-031,MUBI GO UK Tech,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-032,Google UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-033,Microsoft UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-034,Amazon UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-035,Meta UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-036,Apple UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-037,TikTok UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-038,Salesforce UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-039,Oracle UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-040,SAP UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-041,NVIDIA UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-042,Databricks UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-043,Snowflake UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-044,Palantir UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-045,Adobe UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-046,IBM UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-047,Intel UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-048,Cisco UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-049,Cloudflare UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-050,Atlassian UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-051,Zoom UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-052,HubSpot UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-053,ServiceNow UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-054,Twilio UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-055,Dropbox UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-056,Airbnb UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-057,Uber UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-058,Spotify UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-059,Netflix UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-060,ByteDance UK,tech,,,London,UK,,,Pending research,,,,pending
cand-tech-061,Wise Platform UK,tech,,,London,UK,,,Pending research,,,,pending
